"","X","Taxa","INC","COLD","plate_num","date","viable","DAY","END","germination","mold","adj_total","force","germ_perc","censor","chill_time","warmT"
"10516",10516,"Cryptotaenia canadensis","L","H",228,"2018-12-07",2,25,NA,2,1,18,20,0.111111111111111,0,77,20
"10516.1",10516,"Cryptotaenia canadensis","L","H",228,"2018-12-07",2,25,NA,2,1,18,20,0.111111111111111,0,77,20
"10517",10517,"Eurbia diviricata","H","H",289,"2018-12-07",1,25,NA,1,6,14,25,0.0714285714285714,0,77,25
"10518",10518,"Eurbia diviricata","H","H",290,"2018-12-07",2,25,NA,2,7,13,25,0.153846153846154,0,77,25
"10518.1",10518,"Eurbia diviricata","H","H",290,"2018-12-07",2,25,NA,2,7,13,25,0.153846153846154,0,77,25
"10519",10519,"Eurbia diviricata","H","H",291,"2018-12-07",5,25,NA,5,6,14,25,0.357142857142857,0,77,25
"10519.1",10519,"Eurbia diviricata","H","H",291,"2018-12-07",5,25,NA,5,6,14,25,0.357142857142857,0,77,25
"10519.2",10519,"Eurbia diviricata","H","H",291,"2018-12-07",5,25,NA,5,6,14,25,0.357142857142857,0,77,25
"10519.3",10519,"Eurbia diviricata","H","H",291,"2018-12-07",5,25,NA,5,6,14,25,0.357142857142857,0,77,25
"10519.4",10519,"Eurbia diviricata","H","H",291,"2018-12-07",5,25,NA,5,6,14,25,0.357142857142857,0,77,25
"10520",10520,"Eurbia diviricata","L","H",292,"2018-12-07",5,25,NA,5,5,14,20,0.357142857142857,0,77,20
"10520.1",10520,"Eurbia diviricata","L","H",292,"2018-12-07",5,25,NA,5,5,14,20,0.357142857142857,0,77,20
"10520.2",10520,"Eurbia diviricata","L","H",292,"2018-12-07",5,25,NA,5,5,14,20,0.357142857142857,0,77,20
"10520.3",10520,"Eurbia diviricata","L","H",292,"2018-12-07",5,25,NA,5,5,14,20,0.357142857142857,0,77,20
"10520.4",10520,"Eurbia diviricata","L","H",292,"2018-12-07",5,25,NA,5,5,14,20,0.357142857142857,0,77,20
"10521",10521,"Eurbia diviricata","L","H",293,"2018-12-07",3,25,NA,3,6,14,20,0.214285714285714,0,77,20
"10521.1",10521,"Eurbia diviricata","L","H",293,"2018-12-07",3,25,NA,3,6,14,20,0.214285714285714,0,77,20
"10521.2",10521,"Eurbia diviricata","L","H",293,"2018-12-07",3,25,NA,3,6,14,20,0.214285714285714,0,77,20
"10524",10524,"Hesperis matronalis","H","H",344,"2018-12-07",1,25,NA,1,0,18,25,0.0555555555555556,0,77,25
"10526",10526,"Hesperis matronalis","L","H",346,"2018-12-07",1,25,NA,1,2,11,20,0.0909090909090909,0,77,20
"10527",10527,"Hesperis matronalis","L","H",347,"2018-12-07",2,25,NA,2,0,18,20,0.111111111111111,0,77,20
"10527.1",10527,"Hesperis matronalis","L","H",347,"2018-12-07",2,25,NA,2,0,18,20,0.111111111111111,0,77,20
"10528",10528,"Hesperis matronalis","L","H",348,"2018-12-07",1,25,NA,1,0,16,20,0.0625,0,77,20
"10529",10529,"Carex grisea","H","H",455,"2018-12-07",20,25,NA,20,0,20,25,1,0,77,25
"10529.1",10529,"Carex grisea","H","H",455,"2018-12-07",20,25,NA,20,0,20,25,1,0,77,25
"10529.2",10529,"Carex grisea","H","H",455,"2018-12-07",20,25,NA,20,0,20,25,1,0,77,25
"10529.3",10529,"Carex grisea","H","H",455,"2018-12-07",20,25,NA,20,0,20,25,1,0,77,25
"10529.4",10529,"Carex grisea","H","H",455,"2018-12-07",20,25,NA,20,0,20,25,1,0,77,25
"10529.5",10529,"Carex grisea","H","H",455,"2018-12-07",20,25,NA,20,0,20,25,1,0,77,25
"10529.6",10529,"Carex grisea","H","H",455,"2018-12-07",20,25,NA,20,0,20,25,1,0,77,25
"10529.7",10529,"Carex grisea","H","H",455,"2018-12-07",20,25,NA,20,0,20,25,1,0,77,25
"10529.8",10529,"Carex grisea","H","H",455,"2018-12-07",20,25,NA,20,0,20,25,1,0,77,25
"10529.9",10529,"Carex grisea","H","H",455,"2018-12-07",20,25,NA,20,0,20,25,1,0,77,25
"10529.10",10529,"Carex grisea","H","H",455,"2018-12-07",20,25,NA,20,0,20,25,1,0,77,25
"10529.11",10529,"Carex grisea","H","H",455,"2018-12-07",20,25,NA,20,0,20,25,1,0,77,25
"10529.12",10529,"Carex grisea","H","H",455,"2018-12-07",20,25,NA,20,0,20,25,1,0,77,25
"10529.13",10529,"Carex grisea","H","H",455,"2018-12-07",20,25,NA,20,0,20,25,1,0,77,25
"10529.14",10529,"Carex grisea","H","H",455,"2018-12-07",20,25,NA,20,0,20,25,1,0,77,25
"10529.15",10529,"Carex grisea","H","H",455,"2018-12-07",20,25,NA,20,0,20,25,1,0,77,25
"10529.16",10529,"Carex grisea","H","H",455,"2018-12-07",20,25,NA,20,0,20,25,1,0,77,25
"10529.17",10529,"Carex grisea","H","H",455,"2018-12-07",20,25,NA,20,0,20,25,1,0,77,25
"10529.18",10529,"Carex grisea","H","H",455,"2018-12-07",20,25,NA,20,0,20,25,1,0,77,25
"10529.19",10529,"Carex grisea","H","H",455,"2018-12-07",20,25,NA,20,0,20,25,1,0,77,25
"10530",10530,"Carex grisea","H","H",456,"2018-12-07",20,25,NA,20,0,20,25,1,0,77,25
"10530.1",10530,"Carex grisea","H","H",456,"2018-12-07",20,25,NA,20,0,20,25,1,0,77,25
"10530.2",10530,"Carex grisea","H","H",456,"2018-12-07",20,25,NA,20,0,20,25,1,0,77,25
"10530.3",10530,"Carex grisea","H","H",456,"2018-12-07",20,25,NA,20,0,20,25,1,0,77,25
"10530.4",10530,"Carex grisea","H","H",456,"2018-12-07",20,25,NA,20,0,20,25,1,0,77,25
"10530.5",10530,"Carex grisea","H","H",456,"2018-12-07",20,25,NA,20,0,20,25,1,0,77,25
"10530.6",10530,"Carex grisea","H","H",456,"2018-12-07",20,25,NA,20,0,20,25,1,0,77,25
"10530.7",10530,"Carex grisea","H","H",456,"2018-12-07",20,25,NA,20,0,20,25,1,0,77,25
"10530.8",10530,"Carex grisea","H","H",456,"2018-12-07",20,25,NA,20,0,20,25,1,0,77,25
"10530.9",10530,"Carex grisea","H","H",456,"2018-12-07",20,25,NA,20,0,20,25,1,0,77,25
"10530.10",10530,"Carex grisea","H","H",456,"2018-12-07",20,25,NA,20,0,20,25,1,0,77,25
"10530.11",10530,"Carex grisea","H","H",456,"2018-12-07",20,25,NA,20,0,20,25,1,0,77,25
"10530.12",10530,"Carex grisea","H","H",456,"2018-12-07",20,25,NA,20,0,20,25,1,0,77,25
"10530.13",10530,"Carex grisea","H","H",456,"2018-12-07",20,25,NA,20,0,20,25,1,0,77,25
"10530.14",10530,"Carex grisea","H","H",456,"2018-12-07",20,25,NA,20,0,20,25,1,0,77,25
"10530.15",10530,"Carex grisea","H","H",456,"2018-12-07",20,25,NA,20,0,20,25,1,0,77,25
"10530.16",10530,"Carex grisea","H","H",456,"2018-12-07",20,25,NA,20,0,20,25,1,0,77,25
"10530.17",10530,"Carex grisea","H","H",456,"2018-12-07",20,25,NA,20,0,20,25,1,0,77,25
"10530.18",10530,"Carex grisea","H","H",456,"2018-12-07",20,25,NA,20,0,20,25,1,0,77,25
"10530.19",10530,"Carex grisea","H","H",456,"2018-12-07",20,25,NA,20,0,20,25,1,0,77,25
"10531",10531,"Carex grisea","L","H",457,"2018-12-07",18,25,NA,18,2,18,20,1,0,77,20
"10531.1",10531,"Carex grisea","L","H",457,"2018-12-07",18,25,NA,18,2,18,20,1,0,77,20
"10531.2",10531,"Carex grisea","L","H",457,"2018-12-07",18,25,NA,18,2,18,20,1,0,77,20
"10531.3",10531,"Carex grisea","L","H",457,"2018-12-07",18,25,NA,18,2,18,20,1,0,77,20
"10531.4",10531,"Carex grisea","L","H",457,"2018-12-07",18,25,NA,18,2,18,20,1,0,77,20
"10531.5",10531,"Carex grisea","L","H",457,"2018-12-07",18,25,NA,18,2,18,20,1,0,77,20
"10531.6",10531,"Carex grisea","L","H",457,"2018-12-07",18,25,NA,18,2,18,20,1,0,77,20
"10531.7",10531,"Carex grisea","L","H",457,"2018-12-07",18,25,NA,18,2,18,20,1,0,77,20
"10531.8",10531,"Carex grisea","L","H",457,"2018-12-07",18,25,NA,18,2,18,20,1,0,77,20
"10531.9",10531,"Carex grisea","L","H",457,"2018-12-07",18,25,NA,18,2,18,20,1,0,77,20
"10531.10",10531,"Carex grisea","L","H",457,"2018-12-07",18,25,NA,18,2,18,20,1,0,77,20
"10531.11",10531,"Carex grisea","L","H",457,"2018-12-07",18,25,NA,18,2,18,20,1,0,77,20
"10531.12",10531,"Carex grisea","L","H",457,"2018-12-07",18,25,NA,18,2,18,20,1,0,77,20
"10531.13",10531,"Carex grisea","L","H",457,"2018-12-07",18,25,NA,18,2,18,20,1,0,77,20
"10531.14",10531,"Carex grisea","L","H",457,"2018-12-07",18,25,NA,18,2,18,20,1,0,77,20
"10531.15",10531,"Carex grisea","L","H",457,"2018-12-07",18,25,NA,18,2,18,20,1,0,77,20
"10531.16",10531,"Carex grisea","L","H",457,"2018-12-07",18,25,NA,18,2,18,20,1,0,77,20
"10531.17",10531,"Carex grisea","L","H",457,"2018-12-07",18,25,NA,18,2,18,20,1,0,77,20
"10532",10532,"Carex grisea","L","H",458,"2018-12-07",19,25,NA,19,0,20,20,0.95,0,77,20
"10532.1",10532,"Carex grisea","L","H",458,"2018-12-07",19,25,NA,19,0,20,20,0.95,0,77,20
"10532.2",10532,"Carex grisea","L","H",458,"2018-12-07",19,25,NA,19,0,20,20,0.95,0,77,20
"10532.3",10532,"Carex grisea","L","H",458,"2018-12-07",19,25,NA,19,0,20,20,0.95,0,77,20
"10532.4",10532,"Carex grisea","L","H",458,"2018-12-07",19,25,NA,19,0,20,20,0.95,0,77,20
"10532.5",10532,"Carex grisea","L","H",458,"2018-12-07",19,25,NA,19,0,20,20,0.95,0,77,20
"10532.6",10532,"Carex grisea","L","H",458,"2018-12-07",19,25,NA,19,0,20,20,0.95,0,77,20
"10532.7",10532,"Carex grisea","L","H",458,"2018-12-07",19,25,NA,19,0,20,20,0.95,0,77,20
"10532.8",10532,"Carex grisea","L","H",458,"2018-12-07",19,25,NA,19,0,20,20,0.95,0,77,20
"10532.9",10532,"Carex grisea","L","H",458,"2018-12-07",19,25,NA,19,0,20,20,0.95,0,77,20
"10532.10",10532,"Carex grisea","L","H",458,"2018-12-07",19,25,NA,19,0,20,20,0.95,0,77,20
"10532.11",10532,"Carex grisea","L","H",458,"2018-12-07",19,25,NA,19,0,20,20,0.95,0,77,20
"10532.12",10532,"Carex grisea","L","H",458,"2018-12-07",19,25,NA,19,0,20,20,0.95,0,77,20
"10532.13",10532,"Carex grisea","L","H",458,"2018-12-07",19,25,NA,19,0,20,20,0.95,0,77,20
"10532.14",10532,"Carex grisea","L","H",458,"2018-12-07",19,25,NA,19,0,20,20,0.95,0,77,20
"10532.15",10532,"Carex grisea","L","H",458,"2018-12-07",19,25,NA,19,0,20,20,0.95,0,77,20
"10532.16",10532,"Carex grisea","L","H",458,"2018-12-07",19,25,NA,19,0,20,20,0.95,0,77,20
"10532.17",10532,"Carex grisea","L","H",458,"2018-12-07",19,25,NA,19,0,20,20,0.95,0,77,20
"10532.18",10532,"Carex grisea","L","H",458,"2018-12-07",19,25,NA,19,0,20,20,0.95,0,77,20
"10533",10533,"Silene vulgaris","H","H",508,"2018-12-07",5,25,NA,5,0,18,25,0.277777777777778,0,77,25
"10533.1",10533,"Silene vulgaris","H","H",508,"2018-12-07",5,25,NA,5,0,18,25,0.277777777777778,0,77,25
"10533.2",10533,"Silene vulgaris","H","H",508,"2018-12-07",5,25,NA,5,0,18,25,0.277777777777778,0,77,25
"10533.3",10533,"Silene vulgaris","H","H",508,"2018-12-07",5,25,NA,5,0,18,25,0.277777777777778,0,77,25
"10533.4",10533,"Silene vulgaris","H","H",508,"2018-12-07",5,25,NA,5,0,18,25,0.277777777777778,0,77,25
"10535",10535,"Silene vulgaris","H","H",510,"2018-12-07",5,25,NA,5,1,18,25,0.277777777777778,0,77,25
"10535.1",10535,"Silene vulgaris","H","H",510,"2018-12-07",5,25,NA,5,1,18,25,0.277777777777778,0,77,25
"10535.2",10535,"Silene vulgaris","H","H",510,"2018-12-07",5,25,NA,5,1,18,25,0.277777777777778,0,77,25
"10535.3",10535,"Silene vulgaris","H","H",510,"2018-12-07",5,25,NA,5,1,18,25,0.277777777777778,0,77,25
"10535.4",10535,"Silene vulgaris","H","H",510,"2018-12-07",5,25,NA,5,1,18,25,0.277777777777778,0,77,25
"10536",10536,"Silene vulgaris","L","H",511,"2018-12-07",3,25,NA,3,4,16,20,0.1875,0,77,20
"10536.1",10536,"Silene vulgaris","L","H",511,"2018-12-07",3,25,NA,3,4,16,20,0.1875,0,77,20
"10536.2",10536,"Silene vulgaris","L","H",511,"2018-12-07",3,25,NA,3,4,16,20,0.1875,0,77,20
"10537",10537,"Silene vulgaris","L","H",512,"2018-12-07",1,25,NA,1,0,19,20,0.0526315789473684,0,77,20
"10538",10538,"Silene vulgaris","L","H",513,"2018-12-07",1,25,NA,1,0,19,20,0.0526315789473684,0,77,20
"10539",10539,"Silene stellata","H","H",562,"2018-12-07",16,25,NA,16,1,19,25,0.842105263157895,0,77,25
"10539.1",10539,"Silene stellata","H","H",562,"2018-12-07",16,25,NA,16,1,19,25,0.842105263157895,0,77,25
"10539.2",10539,"Silene stellata","H","H",562,"2018-12-07",16,25,NA,16,1,19,25,0.842105263157895,0,77,25
"10539.3",10539,"Silene stellata","H","H",562,"2018-12-07",16,25,NA,16,1,19,25,0.842105263157895,0,77,25
"10539.4",10539,"Silene stellata","H","H",562,"2018-12-07",16,25,NA,16,1,19,25,0.842105263157895,0,77,25
"10539.5",10539,"Silene stellata","H","H",562,"2018-12-07",16,25,NA,16,1,19,25,0.842105263157895,0,77,25
"10539.6",10539,"Silene stellata","H","H",562,"2018-12-07",16,25,NA,16,1,19,25,0.842105263157895,0,77,25
"10539.7",10539,"Silene stellata","H","H",562,"2018-12-07",16,25,NA,16,1,19,25,0.842105263157895,0,77,25
"10539.8",10539,"Silene stellata","H","H",562,"2018-12-07",16,25,NA,16,1,19,25,0.842105263157895,0,77,25
"10539.9",10539,"Silene stellata","H","H",562,"2018-12-07",16,25,NA,16,1,19,25,0.842105263157895,0,77,25
"10539.10",10539,"Silene stellata","H","H",562,"2018-12-07",16,25,NA,16,1,19,25,0.842105263157895,0,77,25
"10539.11",10539,"Silene stellata","H","H",562,"2018-12-07",16,25,NA,16,1,19,25,0.842105263157895,0,77,25
"10539.12",10539,"Silene stellata","H","H",562,"2018-12-07",16,25,NA,16,1,19,25,0.842105263157895,0,77,25
"10539.13",10539,"Silene stellata","H","H",562,"2018-12-07",16,25,NA,16,1,19,25,0.842105263157895,0,77,25
"10539.14",10539,"Silene stellata","H","H",562,"2018-12-07",16,25,NA,16,1,19,25,0.842105263157895,0,77,25
"10539.15",10539,"Silene stellata","H","H",562,"2018-12-07",16,25,NA,16,1,19,25,0.842105263157895,0,77,25
"10540",10540,"Silene stellata","H","H",563,"2018-12-07",16,25,NA,16,2,18,25,0.888888888888889,0,77,25
"10540.1",10540,"Silene stellata","H","H",563,"2018-12-07",16,25,NA,16,2,18,25,0.888888888888889,0,77,25
"10540.2",10540,"Silene stellata","H","H",563,"2018-12-07",16,25,NA,16,2,18,25,0.888888888888889,0,77,25
"10540.3",10540,"Silene stellata","H","H",563,"2018-12-07",16,25,NA,16,2,18,25,0.888888888888889,0,77,25
"10540.4",10540,"Silene stellata","H","H",563,"2018-12-07",16,25,NA,16,2,18,25,0.888888888888889,0,77,25
"10540.5",10540,"Silene stellata","H","H",563,"2018-12-07",16,25,NA,16,2,18,25,0.888888888888889,0,77,25
"10540.6",10540,"Silene stellata","H","H",563,"2018-12-07",16,25,NA,16,2,18,25,0.888888888888889,0,77,25
"10540.7",10540,"Silene stellata","H","H",563,"2018-12-07",16,25,NA,16,2,18,25,0.888888888888889,0,77,25
"10540.8",10540,"Silene stellata","H","H",563,"2018-12-07",16,25,NA,16,2,18,25,0.888888888888889,0,77,25
"10540.9",10540,"Silene stellata","H","H",563,"2018-12-07",16,25,NA,16,2,18,25,0.888888888888889,0,77,25
"10540.10",10540,"Silene stellata","H","H",563,"2018-12-07",16,25,NA,16,2,18,25,0.888888888888889,0,77,25
"10540.11",10540,"Silene stellata","H","H",563,"2018-12-07",16,25,NA,16,2,18,25,0.888888888888889,0,77,25
"10540.12",10540,"Silene stellata","H","H",563,"2018-12-07",16,25,NA,16,2,18,25,0.888888888888889,0,77,25
"10540.13",10540,"Silene stellata","H","H",563,"2018-12-07",16,25,NA,16,2,18,25,0.888888888888889,0,77,25
"10540.14",10540,"Silene stellata","H","H",563,"2018-12-07",16,25,NA,16,2,18,25,0.888888888888889,0,77,25
"10540.15",10540,"Silene stellata","H","H",563,"2018-12-07",16,25,NA,16,2,18,25,0.888888888888889,0,77,25
"10541",10541,"Silene stellata","H","H",564,"2018-12-07",18,25,NA,18,0,21,25,0.857142857142857,0,77,25
"10541.1",10541,"Silene stellata","H","H",564,"2018-12-07",18,25,NA,18,0,21,25,0.857142857142857,0,77,25
"10541.2",10541,"Silene stellata","H","H",564,"2018-12-07",18,25,NA,18,0,21,25,0.857142857142857,0,77,25
"10541.3",10541,"Silene stellata","H","H",564,"2018-12-07",18,25,NA,18,0,21,25,0.857142857142857,0,77,25
"10541.4",10541,"Silene stellata","H","H",564,"2018-12-07",18,25,NA,18,0,21,25,0.857142857142857,0,77,25
"10541.5",10541,"Silene stellata","H","H",564,"2018-12-07",18,25,NA,18,0,21,25,0.857142857142857,0,77,25
"10541.6",10541,"Silene stellata","H","H",564,"2018-12-07",18,25,NA,18,0,21,25,0.857142857142857,0,77,25
"10541.7",10541,"Silene stellata","H","H",564,"2018-12-07",18,25,NA,18,0,21,25,0.857142857142857,0,77,25
"10541.8",10541,"Silene stellata","H","H",564,"2018-12-07",18,25,NA,18,0,21,25,0.857142857142857,0,77,25
"10541.9",10541,"Silene stellata","H","H",564,"2018-12-07",18,25,NA,18,0,21,25,0.857142857142857,0,77,25
"10541.10",10541,"Silene stellata","H","H",564,"2018-12-07",18,25,NA,18,0,21,25,0.857142857142857,0,77,25
"10541.11",10541,"Silene stellata","H","H",564,"2018-12-07",18,25,NA,18,0,21,25,0.857142857142857,0,77,25
"10541.12",10541,"Silene stellata","H","H",564,"2018-12-07",18,25,NA,18,0,21,25,0.857142857142857,0,77,25
"10541.13",10541,"Silene stellata","H","H",564,"2018-12-07",18,25,NA,18,0,21,25,0.857142857142857,0,77,25
"10541.14",10541,"Silene stellata","H","H",564,"2018-12-07",18,25,NA,18,0,21,25,0.857142857142857,0,77,25
"10541.15",10541,"Silene stellata","H","H",564,"2018-12-07",18,25,NA,18,0,21,25,0.857142857142857,0,77,25
"10541.16",10541,"Silene stellata","H","H",564,"2018-12-07",18,25,NA,18,0,21,25,0.857142857142857,0,77,25
"10541.17",10541,"Silene stellata","H","H",564,"2018-12-07",18,25,NA,18,0,21,25,0.857142857142857,0,77,25
"10542",10542,"Silene stellata","L","H",565,"2018-12-07",13,25,NA,13,0,21,20,0.619047619047619,0,77,20
"10542.1",10542,"Silene stellata","L","H",565,"2018-12-07",13,25,NA,13,0,21,20,0.619047619047619,0,77,20
"10542.2",10542,"Silene stellata","L","H",565,"2018-12-07",13,25,NA,13,0,21,20,0.619047619047619,0,77,20
"10542.3",10542,"Silene stellata","L","H",565,"2018-12-07",13,25,NA,13,0,21,20,0.619047619047619,0,77,20
"10542.4",10542,"Silene stellata","L","H",565,"2018-12-07",13,25,NA,13,0,21,20,0.619047619047619,0,77,20
"10542.5",10542,"Silene stellata","L","H",565,"2018-12-07",13,25,NA,13,0,21,20,0.619047619047619,0,77,20
"10542.6",10542,"Silene stellata","L","H",565,"2018-12-07",13,25,NA,13,0,21,20,0.619047619047619,0,77,20
"10542.7",10542,"Silene stellata","L","H",565,"2018-12-07",13,25,NA,13,0,21,20,0.619047619047619,0,77,20
"10542.8",10542,"Silene stellata","L","H",565,"2018-12-07",13,25,NA,13,0,21,20,0.619047619047619,0,77,20
"10542.9",10542,"Silene stellata","L","H",565,"2018-12-07",13,25,NA,13,0,21,20,0.619047619047619,0,77,20
"10542.10",10542,"Silene stellata","L","H",565,"2018-12-07",13,25,NA,13,0,21,20,0.619047619047619,0,77,20
"10542.11",10542,"Silene stellata","L","H",565,"2018-12-07",13,25,NA,13,0,21,20,0.619047619047619,0,77,20
"10542.12",10542,"Silene stellata","L","H",565,"2018-12-07",13,25,NA,13,0,21,20,0.619047619047619,0,77,20
"10543",10543,"Silene stellata","L","H",566,"2018-12-07",15,25,NA,15,0,20,20,0.75,0,77,20
"10543.1",10543,"Silene stellata","L","H",566,"2018-12-07",15,25,NA,15,0,20,20,0.75,0,77,20
"10543.2",10543,"Silene stellata","L","H",566,"2018-12-07",15,25,NA,15,0,20,20,0.75,0,77,20
"10543.3",10543,"Silene stellata","L","H",566,"2018-12-07",15,25,NA,15,0,20,20,0.75,0,77,20
"10543.4",10543,"Silene stellata","L","H",566,"2018-12-07",15,25,NA,15,0,20,20,0.75,0,77,20
"10543.5",10543,"Silene stellata","L","H",566,"2018-12-07",15,25,NA,15,0,20,20,0.75,0,77,20
"10543.6",10543,"Silene stellata","L","H",566,"2018-12-07",15,25,NA,15,0,20,20,0.75,0,77,20
"10543.7",10543,"Silene stellata","L","H",566,"2018-12-07",15,25,NA,15,0,20,20,0.75,0,77,20
"10543.8",10543,"Silene stellata","L","H",566,"2018-12-07",15,25,NA,15,0,20,20,0.75,0,77,20
"10543.9",10543,"Silene stellata","L","H",566,"2018-12-07",15,25,NA,15,0,20,20,0.75,0,77,20
"10543.10",10543,"Silene stellata","L","H",566,"2018-12-07",15,25,NA,15,0,20,20,0.75,0,77,20
"10543.11",10543,"Silene stellata","L","H",566,"2018-12-07",15,25,NA,15,0,20,20,0.75,0,77,20
"10543.12",10543,"Silene stellata","L","H",566,"2018-12-07",15,25,NA,15,0,20,20,0.75,0,77,20
"10543.13",10543,"Silene stellata","L","H",566,"2018-12-07",15,25,NA,15,0,20,20,0.75,0,77,20
"10543.14",10543,"Silene stellata","L","H",566,"2018-12-07",15,25,NA,15,0,20,20,0.75,0,77,20
"10544",10544,"Silene stellata","L","H",567,"2018-12-07",12,25,NA,12,0,19,20,0.631578947368421,0,77,20
"10544.1",10544,"Silene stellata","L","H",567,"2018-12-07",12,25,NA,12,0,19,20,0.631578947368421,0,77,20
"10544.2",10544,"Silene stellata","L","H",567,"2018-12-07",12,25,NA,12,0,19,20,0.631578947368421,0,77,20
"10544.3",10544,"Silene stellata","L","H",567,"2018-12-07",12,25,NA,12,0,19,20,0.631578947368421,0,77,20
"10544.4",10544,"Silene stellata","L","H",567,"2018-12-07",12,25,NA,12,0,19,20,0.631578947368421,0,77,20
"10544.5",10544,"Silene stellata","L","H",567,"2018-12-07",12,25,NA,12,0,19,20,0.631578947368421,0,77,20
"10544.6",10544,"Silene stellata","L","H",567,"2018-12-07",12,25,NA,12,0,19,20,0.631578947368421,0,77,20
"10544.7",10544,"Silene stellata","L","H",567,"2018-12-07",12,25,NA,12,0,19,20,0.631578947368421,0,77,20
"10544.8",10544,"Silene stellata","L","H",567,"2018-12-07",12,25,NA,12,0,19,20,0.631578947368421,0,77,20
"10544.9",10544,"Silene stellata","L","H",567,"2018-12-07",12,25,NA,12,0,19,20,0.631578947368421,0,77,20
"10544.10",10544,"Silene stellata","L","H",567,"2018-12-07",12,25,NA,12,0,19,20,0.631578947368421,0,77,20
"10544.11",10544,"Silene stellata","L","H",567,"2018-12-07",12,25,NA,12,0,19,20,0.631578947368421,0,77,20
"10545",10545,"Anemone virginana","H","H",616,"2018-12-07",1,25,NA,1,1,19,25,0.0526315789473684,0,77,25
"10546",10546,"Anemone virginana","H","H",617,"2018-12-07",3,25,NA,3,1,19,25,0.157894736842105,0,77,25
"10546.1",10546,"Anemone virginana","H","H",617,"2018-12-07",3,25,NA,3,1,19,25,0.157894736842105,0,77,25
"10546.2",10546,"Anemone virginana","H","H",617,"2018-12-07",3,25,NA,3,1,19,25,0.157894736842105,0,77,25
"10547",10547,"Anemone virginana","H","H",618,"2018-12-07",2,25,NA,2,1,19,25,0.105263157894737,0,77,25
"10547.1",10547,"Anemone virginana","H","H",618,"2018-12-07",2,25,NA,2,1,19,25,0.105263157894737,0,77,25
"10548",10548,"Anemone virginana","L","H",619,"2018-12-07",1,25,NA,1,0,21,20,0.0476190476190476,0,77,20
"10550",10550,"Anemone virginana","L","H",621,"2018-12-07",1,25,NA,1,0,20,20,0.05,0,77,20
"10552",10552,"Impatiens capensis","H","H",705,"2018-12-07",3,25,NA,3,6,10,25,0.3,0,77,25
"10552.1",10552,"Impatiens capensis","H","H",705,"2018-12-07",3,25,NA,3,6,10,25,0.3,0,77,25
"10552.2",10552,"Impatiens capensis","H","H",705,"2018-12-07",3,25,NA,3,6,10,25,0.3,0,77,25
"10553",10553,"Impatiens capensis","L","H",706,"2018-12-07",2,25,NA,2,8,10,20,0.2,0,77,20
"10553.1",10553,"Impatiens capensis","L","H",706,"2018-12-07",2,25,NA,2,8,10,20,0.2,0,77,20
"10559",10559,"Cryptotaenia canadensis","H","i",229,"2018-11-26",2,0,2,4,0,20,25,0.2,1,91,25
"10559.1",10559,"Cryptotaenia canadensis","H","i",229,"2018-11-26",2,0,2,4,0,20,25,0.2,1,91,25
"10559.2",10559,"Cryptotaenia canadensis","H","i",229,"2018-11-26",2,0,2,4,0,20,25,0.2,1,91,25
"10559.3",10559,"Cryptotaenia canadensis","H","i",229,"2018-11-26",2,0,2,4,0,20,25,0.2,1,91,25
"10560",10560,"Cryptotaenia canadensis","H","i",230,"2018-11-26",7,0,2,1,1,18,25,0.0555555555555556,1,91,25
"10561",10561,"Cryptotaenia canadensis","H","i",231,"2018-11-26",5,0,2,4,0,20,25,0.2,1,91,25
"10561.1",10561,"Cryptotaenia canadensis","H","i",231,"2018-11-26",5,0,2,4,0,20,25,0.2,1,91,25
"10561.2",10561,"Cryptotaenia canadensis","H","i",231,"2018-11-26",5,0,2,4,0,20,25,0.2,1,91,25
"10561.3",10561,"Cryptotaenia canadensis","H","i",231,"2018-11-26",5,0,2,4,0,20,25,0.2,1,91,25
"10562",10562,"Cryptotaenia canadensis","L","i",232,"2018-11-26",0,0,2,1,0,18,20,0.0555555555555556,1,91,20
"10563",10563,"Cryptotaenia canadensis","L","i",233,"2018-11-26",0,0,2,3,0,17,20,0.176470588235294,1,91,20
"10563.1",10563,"Cryptotaenia canadensis","L","i",233,"2018-11-26",0,0,2,3,0,17,20,0.176470588235294,1,91,20
"10563.2",10563,"Cryptotaenia canadensis","L","i",233,"2018-11-26",0,0,2,3,0,17,20,0.176470588235294,1,91,20
"10564",10564,"Cryptotaenia canadensis","L","i",234,"2018-11-26",0,0,2,2,0,20,20,0.1,1,91,20
"10564.1",10564,"Cryptotaenia canadensis","L","i",234,"2018-11-26",0,0,2,2,0,20,20,0.1,1,91,20
"10565",10565,"Asclepias syriaca","H","i",235,"2018-11-26",0,0,2,4,1,19,25,0.210526315789474,1,91,25
"10565.1",10565,"Asclepias syriaca","H","i",235,"2018-11-26",0,0,2,4,1,19,25,0.210526315789474,1,91,25
"10565.2",10565,"Asclepias syriaca","H","i",235,"2018-11-26",0,0,2,4,1,19,25,0.210526315789474,1,91,25
"10565.3",10565,"Asclepias syriaca","H","i",235,"2018-11-26",0,0,2,4,1,19,25,0.210526315789474,1,91,25
"10566",10566,"Asclepias syriaca","H","i",236,"2018-11-26",0,0,2,2,0,20,25,0.1,1,91,25
"10566.1",10566,"Asclepias syriaca","H","i",236,"2018-11-26",0,0,2,2,0,20,25,0.1,1,91,25
